Metro Apartments on King,Sydney CBD,Sydney,3.0,6.6,metro-apartments-on-king,213
UNO Hotel Sydney,Potts Point,Sydney,3.5,5.6,lido-suites,220
Lotus Stay Manly - Apartment 31B,Manly,Sydney,3.5,7.1,lotus-stay-manly-apartment-331-manly,64
Criterion Hotel Sydney,Sydney CBD,Sydney,3.0,7.0,the-criterion,248
Sydney Central Inn,Sydney CBD,Sydney,3.0,7.4,sydney-central-hostel,286
Lotus Stay Manly - Apartment 292,Manly,Sydney,3.5,7.5,manly-beach-escape-apartment,64
Manly Waves Studios & Apartments,Manly,Sydney,3.5,6.5,manly-waves-studios,212
Sandy Bottoms Guesthouse,Manly,Sydney,3.0,6.2,manly-guest-house,193
Manly Beachfront Apartment,Manly,Sydney,3.5,7.4,beachfront-manly,128
The Village Surry Hills,Surry Hills,Sydney,3.0,6.1,alfred-park-accommodation,597
Sydney Backpackers,Sydney CBD,Sydney,3.0,6.5,sydney-backpackers,764
Comfort Hotel Sydney City (formerly City Lodge Hotel),Sydney CBD,Sydney,3.0,6.6,city-lodge,294
Stunning Views Sydney Olympic Park,Sydney Olympic Park,Sydney,2.5,8.8,stunning-views-sydney-olympic-park,64
