Name,Suburb,city,Star Rating,Overall Guest rating,reviewName,count_rev
"Holiday Inn Express Sydney Airport, an IHG Hotel",Mascot,Sydney,4,8.6,holiday-inn-express-sydney-airport,1496
Crown Hotel Surry Hills,Surry Hills,Sydney,4,8.1,the-crown,273
Revive Central Apartments,,Temora,4,8.6,revive-central-apartments,311
Sundays at Byron,,Hayters Hill,3.5,9.6,sundays-at-byron,103
Nightcap at Archer Hotel,,Nowra,4,8.2,archer-resort,1958
ibis Styles Port Macquarie,,Port Macquarie,4,7.6,quality-inn-hw-boutique,1570
Stay at Hotel Steyne,Manly,Sydney,4,7.4,steyne,993
View Sydney,North Sydney,Sydney,4,8.5,north-sydney-harbourview,3565
Oaks Sydney Hyde Park Suites,Sydney CBD,Sydney,4,7.2,oaks-hyde-park-plaza,1711
Metro Inn Ryde,Ryde,Sydney,4,7.9,metro-inn-ryde,728
Quest Macquarie Park,North Ryde,Sydney,4,8.2,quest-macquaurie-park,1194
"Holiday Inn Sydney Airport, an IHG Hotel",Mascot,Sydney,4,8.2,holiday-inn-sydney-airport,696
57Hotel,Surry Hills,Sydney,4,8.2,57hotel,1285
Novotel Sydney International Airport,,Sydney,4,8.1,sydney-airport,845
YEHS Hotel Sydney Harbour Suites,Sydney CBD,Sydney,4,8.4,sydney-harbour-suites,1258
The Remington Muswellbrook,,Muswellbrook,4.5,9.1,the-remington,832
Novotel Sydney Brighton Beach,Brighton Le Sands,Sydney,4,7.5,brighton-beach,2057
Best Western Plus All Settlers Motor Inn,,Tamworth,4.5,8.8,all-settlers-motor-inn,648
Shorebreak Studio Apartments,,Sapphire Beach,3.5,9.2,shorebreak-beach-house,80
Mercure Sydney,Sydney CBD,Sydney,4,8.1,sydney,1826
Merewether Motel,,Newcastle,4,8.6,merewether-motel,1825
"Crowne Plaza Sydney Darling Harbour, an IHG Hotel",Sydney CBD,Sydney,4,8.6,crowne-plaza-sydney-darling-harbour,1368
Rydges Camperdown,Camperdown,Sydney,4,8.5,rydges-camperdown,1562
Best Western Plus Bolton on the Park,,Wagga Wagga,4,8.8,bolton-on-the-park,674
Best Western Casula Motor Inn,,Liverpool,4,9.1,best-western-casula-motor-inn,282
Leura House,,Leura,4,8.1,leura-house-leura,506
Quality Inn Sunshine Haberfield,,Sydney,4,8.6,quality-inn-sunshine-haberfield,385
Grapevines Boutique Accommodation,,Pokolbin,4,9.0,grapevines-boutique-accommodation,368
"Holiday Inn Express Newcastle, an IHG Hotel",,Newcastle,4,8.7,holiday-inn-express-newcastle,2662
Alloggio Thornton,,Maitland,4,7.3,alloggio-thornton,351
Eco Beach Resort,Belongil Beach,Byron Bay,4,8.5,breakfree-eco-beach,593
Thistle Hill Guesthouse,,Pokolbin,4.5,9.3,thistle-hill-guesthouse,341
Anchorage Port Stephens,,Nelson Bay,4.5,9.0,peppers-anchorage,1397
Pacific Bay Resort,,Coffs Harbour,4,7.8,pacific-bay-resort-coffs-harbour,1828
Best Western Plus Ambassador Orange,,Orange,4,8.0,quality-inn-ambassador-orange,1118
Holiday Inn Sydney Potts Point,Potts Point,Sydney,4,8.2,holiday-inn-potts-point,1211
Aloha Byron Bay,,Byron Bay,4.5,9.2,aloha-villas-byron-bay,490
The Aberdeen Motel,,Dubbo,4,8.8,aberdeen-motor-inn,1406
Tropical Coast Retreat - Pet Friendly,,Kingscliff,4,9.1,tropical-coast-retreat-pet-friendly,103
The Sydney Boulevard Hotel,Woolloomooloo,Sydney,4,8.3,bayview-boulevard-sydney,710
The Cove Yamba,,Yamba,4.5,8.2,the-cove-yamba,705
Madigan Wine Country Cottages,,Lovedale,4,8.8,madigan-wine-country-cottages,210
Lovedale Cottages Hunter Valley,,Lovedale,4,8.7,lovedale-cottages,162
Bayview Beachfront Apartments,Main Beach ,Byron Bay,4,8.5,bayview-beachfront-apartments,472
Royal Pacific Hotel,Lane Cove,Sydney,4,7.9,punt-hill-north-shore-sydney,655
Vulcan Hotel Sydney,Ultimo,Sydney,4,8.3,vulcan,541
"Four Points by Sheraton Sydney, Central Park",Chippendale,Sydney,4,8.9,four-points-by-sheraton-sydney-central-park,406
Quest Mascot,Mascot,Sydney,4.5,8.2,quest-serviced-apartments-sydney-airport,773
Bushman's Motor Inn,,Parkes,4,8.5,comfort-inn-bushman-s,332
Coniston Hotel Wollongong,,Wollongong,4,8.5,coniston,792
Endeavour Court Motor Inn,,Dubbo,4,8.6,endeavour-court-motor-inn,1085
Zig Zag Motel & Apartments,,Lithgow,4,8.5,zig-zag-motel,962
APX Darling Harbour,Sydney CBD,Sydney,4,6.9,apx-darling-harbour,1142
Beltana Villas,,Pokolbin,4,9.2,beltana-villas,480
Station Motel,,Parkes,4,8.4,station-motel,989
"Holiday Inn Parramatta, an IHG Hotel",Parramatta,Sydney,4,8.2,courtyard-by-marriott-parramatta,1241
Horizon Apartments,,Narooma,4,7.9,horizon-apartments,656
Quality Hotel Rules Club Wagga,,Wagga Wagga,4,8.9,quality-rules-club-wagga,887
Rydges Bankstown,,Bankstown,4,7.5,rydges-bankstown,963
Novotel Sydney Parramatta,Parramatta,Sydney,4,7.4,novotel-parramatta,1158
The Blenheim,Randwick,Sydney,4,8.0,the-blenheim,511
Bracken Ridge Villas,,Rothbury,3.5,9.2,bracken-ridge-villas,104
Country Gardens Motor Inn,,Cowra,4,8.5,country-gardens-motor-inn-cowra,435
Cove Studios,Belongil Beach,Byron Bay,4,9.0,byron-cove-beach-house,291
APX World Square,Sydney CBD,Sydney,4,7.1,quest-world-square,1877
Haven Glebe,Glebe,Sydney,4,8.4,thehaveninn,977
Best Western Plus Camperdown Suites,Camperdown,Sydney,4,8.6,adara-parramatta-camperdown,113
Adina Apartment Hotel Coogee Sydney,Coogee,Sydney,4,8.5,adina-coogee,1219
The Urban Newtown,Newtown,Sydney,4,8.2,the-uban,995
Nesuto Pennant Hills,,Pennant Hills,4,7.9,nesuto-pennant-hills,241
Bathurst Motor Inn,,Bathurst,4,8.0,bathurst-motor-inn,680
Rydges Norwest Sydney,,Baulkham Hills,4.5,8.0,norwest,951
Gibraltar Hotel,,Bowral,4,7.5,gibraltar,1228
Greenwich Inn Motel,St Leonards,Sydney,4,7.4,greenwich-inn-motel,578
The Tank Stream,Sydney CBD,Sydney,4,8.6,the-tank-stream,1175
Shelton-Lea Bed & Breakfast,,Katoomba,4.5,9.2,shelton-lea-bed-and-breakfast,193
Napoleon On Kent,Sydney CBD,Sydney,4,7.3,napoleon-on-kent,1269
Matilda Motor Inn,,Dubbo,4,7.6,matilda-motor-inn,731
"The Executive Inn, Newcastle",,Newcastle,4.5,8.0,the-executive-inn-newcastle,2091
Macleay Hotel,Potts Point,Sydney,4,8.4,macleay-serviced-apartment,1400
Grand Country Lodge,,Mittagong,4,8.4,best-western-grand-country-lodge,698
La Rochér Eco Retreat,,Stokers Siding,3.5,9.5,la-rocher-eco-reyreat,74
Mercure Goulburn,,Goulburn,4,8.6,best-western-a-trappers-motor-inn,1245
The Remington Orange,,Orange,4,8.9,the-remington-orange,912
Bellevue Accommodation,,Kiama,4,9.4,bellevue-accommodation,546
La Maison Boutique Hotel,,Katoomba,4,7.6,la-maison-boutique,824
Gosamara Apartments,Belongil Beach,Byron Bay,4,8.8,gosamara,404
Seaspray Villa 5,,Shoal Bay,4,9.4,seaspray-villa-5,78
The Albert Mosman,Mosman,Sydney,4,8.8,the-albert-mosman,561
The Hughenden Boutique Hotel,Sydney Eastern Suburbs,Sydney,4,8.3,the-hughenden-boutique,702
Heritage House Motel & Units,,Eden,4,8.7,heritage-house-motel-and-units,605
"Holiday Inn & Suites - Parramatta Marsden Street, an IHG Hotel",Parramatta,Sydney,4,8.5,holiday-inn-suites-parramatta,722
Veriu Broadway,Ultimo,Sydney,4.5,8.8,veriu-broadway,657
Julians Apartments,Main Beach ,Byron Bay,4,8.7,julians-apartments,367
Quality Apartments Camperdown,Camperdown,Sydney,4,6.9,adara-camperdown,645
Beach Suites,Main Beach ,Byron Bay,4.5,9.6,beach-suites,211
Hotel St Leonards,St Leonards,Sydney,4.5,6.6,st-leonards,138
Francis Phillip Motor Inn and The Lodge,,Singleton,4.5,8.5,francis-phillip-motor-inn-and-the-lodge,327
Villa Provence,,Pokolbin,4.5,7.4,villa-provence,173
Best Western Ambassador Motor Inn & Apartments,,Wagga Wagga,4,8.7,best-western-ambassador-motor-inn,369
Country Plaza Motel Taree,,Taree,4,7.2,comfort-inn-country-plaza-taree,142
Mantra Parramatta,Parramatta,Sydney,4,7.7,mantra-parramatta,1498
Adelong Motel,,Narrabri,4,8.8,adelong-motel,973
Oaks Sydney Goldsbrough Suites,Pyrmont,Sydney,4,7.8,oaks-goldsborough-apartments-darling-harbour,4299
175 One Hotels and Apartments,Parramatta,Sydney,4,8.6,175,618
Quest North Sydney,North Sydney,Sydney,4,8.8,quest-north-sydney,926
Azur Byron Bay,,Byron Bay,4.5,8.5,aarons-at-byron,231
Quest Maitland,,Maitland,4.5,8.2,quest-maitland-apartments,468
Avonmore On The Park Boutique Hotel,Randwick,Sydney,4,8.8,avonmore-on-the-park-boutique,367
"The Gateway Inn, Newcastle",,Newcastle,4.5,8.3,the-gateway-inn-newcastle,834
Glasgow Arms Hotel Ultimo,Ultimo,Sydney,4,7.8,glasgow-arms,239
Veriu Randwick,Randwick,Sydney,4,8.3,central-randwick-suites,353
The York by Swiss-Belhotel,Sydney CBD,Sydney,4.5,8.3,the-york-by-swiss-belhotel,1470
Unlax @ Hunter Valley,,Pokolbin,4,8.7,unlax-hunter-valley,68
Twin Towers Inn,Greenwich,Sydney,4,8.1,twin-towers-inn,544
Tocumwal Golf Resort,,Tocumwal,4,8.4,tocumwal-golf-resort,93
Quality Inn Ashby House Tamworth,,Tamworth,4,8.8,ashby-house-motor-inn,810
Veriu Camperdown,Camperdown,Sydney,4.5,8.4,veriu-camperdown,278
Studio 8 Residences - Adults Only,Ryde,Sydney,4,9.1,studio-8-residences,654
Q Station,Manly,Sydney,4,8.1,q-station-retreat,764
Gosford Palms Motor Inn,,Gosford,4,8.1,gosford-palms-motor-inn,662
Best Western City Sands,,Wollongong,4,8.2,best-western-city-sands,1498
Bankstown Motel 10,Chullora,Bankstown,4,7.8,bankstown-motel-10,369
Bush & Bay Cottage,,Erowal Bay,3.5,9.3,bush-amp-bay-cottage,72
Adina Apartment Hotel Wollongong,,Wollongong,4.5,8.5,medina-executive-wollongong,1169
Mad Monkey Coogee Beach,Coogee,Sydney,4,7.3,surfside-coogee-beach,99
Quality Resort Siesta,,Albury,4,8.6,quality-resort-siesta,1818
Discovery Parks - Dubbo,,Dubbo,4,8.4,big4-dubbo-parklands,1388
Silkari Suites at Chatswood,Chatswood,Sydney,4.5,8.7,silkari-suites,767
Quality Hotel City Centre,,Coffs Harbour,4,8.2,quality-inn-city-centre,604
Quest Orange,,Orange,4.5,8.7,quest-orange,425
Quest St Leonards,St Leonards,Sydney,4,8.8,quest-st-leonards,1004
"Crowne Plaza Sydney Coogee Beach, an IHG Hotel",Coogee,Sydney,4,8.4,crowne-plaza-coogee-beach,1826
"Lincoln Downs Resort Batemans Bay, BW Signature Collection",,Batemans Bay,4,7.8,comfort-inn-lincoln-downs,809
Silk Pavilions Glamping,,Mount Burrell,4,9.1,silk-pavilions,168
Forster Holiday Apartment,,Forster,3.5,9.5,forster-holiday-apartment,86
Crown on Darby Newcastle,,Newcastle,4,8.6,crown-on-darby-pty-ltd,1117
Quest Chatswood,Chatswood,Sydney,4,8.2,quest-chatswood,520
"Karinga Motel, SureStay Hotel by Best Western",,Lismore,4,7.6,karinga-motel,292
Absolute Beachfront Opal Cove Resort,,Coffs Harbour,4,7.5,absolute-beachfront-opal-cove-resort,4176
Strathfield Executive Accommodation,,Sydney,4,8.2,strathfield-executive-accommodation,617
Bannisters by the Sea Mollymook,,Mollymook,4.5,9.0,bannisters,241
The Sands Resort at Yamba,,Yamba,4.5,8.2,the-sands-at-yamba,406
Peppertree Terraces,,Mudgee,3.5,8.5,peppertree-terraces,178
"Beachfront One, Mollymook",,Mollymook,4.5,9.8,beachfront-1,70
Beachfront Apartments,,Narooma,3.5,9.2,beachfront-apartments-narooma,324
The Nest at Gundaroo,,Gundaroo,4,8.9,the-nest-at-gundaroo,103
Quest Goulburn,,Goulburn,4.5,9.1,quest-goulburn,985
Terminus Apartment Hotel Newcastle,,Newcastle,4,9.0,chifley-executive-suites,1482
Adina Apartment Hotel Chippendale,,Sydney,4,8.7,adina-chippendale,346
Oaks Sydney North Ryde Suites,,Sydney,4,7.6,north-ryde-apartments,313
"Crowne Plaza Hawkesbury Valley, an IHG Hotel",,Windsor,4,8.6,sebel-resort,1154
Sydney Potts Point Central Apartment Hotel,Potts Point,Sydney,4,8.1,quest-potts-point,519
Byng Street Boutique Hotel,,Orange,4.5,9.5,byng-street-boutique,584
Adina Apartment Hotel Bondi Beach Sydney,Bondi,Sydney,4,8.6,adina-apartment-bondi-beach,867
Quest at Sydney Olympic Park,Sydney Olympic Park,Sydney,4.5,7.5,quest-at-sydney-olympic-park,1044
Comfort Inn & Suites Burwood,Burwood,Sydney,4,7.3,comfort-inn-suites-burwood,457
Quest Wagga Wagga,,Wagga Wagga,4.5,8.3,quest-wagga-wagga,764
Albacore Apartments,,Merimbula,4.5,8.8,albacore-apartments,305
BreakFree Queanbeyan,,Queanbeyan,4,7.5,breakfree-queanbeyan,568
Hunter Gateway Motel,,Maitland,4,8.5,mercure-maitland,1072
Condo 105 @ Horizons Golf Resort - Salamander Bay NSW,,Salamander Bay,3.5,8.4,condo-105-horizons-golf-resort-salamander-bay-nsw,104
Mrs Banks Hotel,Paddington,Sydney,4,9.2,mrs-banks,479
Red Door Collective - RDC Estate,,Pokolbin,4.5,9.8,denmar-estate,128
Palmers Lane Estate,,Pokolbin,4,9.2,pokolbin-cabins,198
Nesuto Parramatta,Parramatta,Sydney,4,8.1,nesuto-parramatta,1234
The Best Exotic Magnolia Cottage,,Bundanoon,3.5,9.9,the-best-exotic-magnolia-cottage,57
Quest Albury on Townsend,,Albury,4,8.2,quest-albury-on-townsend,1032
Mulwala Lakeside Apartment,,Mulwala,3.5,8.2,mulwala-lakeside-apartment,115
The General Gordon,,Sydney,4,9.0,the-general-gordon,78
The Tahitian,,Coffs Harbour,4,8.4,the-tahitian-holiday-apartments,328
Fairway Haven Getaway,,Mollymook,3.5,9.1,fairway-haven-getaway,56
Nesuto Chippendale,Chippendale,Sydney,4,7.9,chippendale,262
Flynns Beach Resort,Flynns Beach,Port Macquarie,4,8.4,flynns-beach-resort,751
Flynns on Surf Beach Villas,,Port Macquarie,4,9.1,flynns-on-surf,1126
The Mark Studios,,Newcastle,4,6.6,marks-studio-39-s,415
Fairway Motor Inn,,Merimbula,4,8.5,best-western-fairway-motor-inn,129
The Hermitage Motel - Campbelltown,,Campbelltown,4,8.4,the-hermitage-motel-campbelltown,435
Cavvanbah - Byron Bay,Belongil Beach,Byron Bay,4.5,7.6,cavvanbah-exclusive-beachfront-pavilions-byron-bay,63
Peppertree Hill,,Mudgee,3.5,9.0,peppertree-hill,212
Boulevard on Beaumont,,Newcastle,4,6.9,quality-suites-boulevard-on-beaumont,673
The Merchant Hotel,Summer Hill,Sydney,4,7.9,the-merchant,408
Coogee Bay Boutique Hotel,Coogee,Sydney,4,8.8,coogee-bay,415
Milson Serviced Apartments,,Sydney,3.5,8.4,milson-executive-apartments,277
Studios On Beaumont,,Newcastle,4,7.5,studios-on-beaumont,494
Casablanca Penthouse Loft - Landmark 518,,Nelson Bay,3.5,8.5,loft-l518,88
Mantra Wollongong,,Wollongong,4.5,7.3,best-western-wollongong,1033
Town Beach Beachcomber Resort,,Port Macquarie,4,8.7,beachcomber-resort,376
Al Mare Beachfront Retreat Award Winner,,The Entrance,4.5,9.5,al-mare-beachfront-retreat,70
KULA Mascot Station Free Parking,Mascot,Sydney,3.5,8.1,stay-co-mascot-station,182
The Star Apartments,,Newcastle,4,6.9,the-star-apartments,833
Sutton Forest Cottage,,Sutton Forest,3.5,9.2,sutton-forest-cottage,50
Northpoint Apartments,,Port Macquarie,4.5,8.8,northpoint-apartments,883
Novotel Newcastle Beach,,Newcastle,4,7.5,novotel-newcastle-beach,942
Sandy Feet Getaway,,Sanctuary Point,3.5,9.1,sandy-feet-getaway,64
McNevins Tamworth Motel,,Tamworth,4,8.6,mcnevins-country-valley-motel,354
Bay Royal Apartments,Main Beach ,Byron Bay,4.5,8.8,bay-royal-apartments,98
The Crest Byron Bay,Belongil Beach,Byron Bay,4,8.4,crest-apartments-byron-bay,268
Quest Albury,,Albury,4.5,7.3,quest-albury-serviced-apartments,801
South Pacific Apartments,,Port Macquarie,4,8.0,south-pacific-apartments,520
Quest Campbelltown,,Campbelltown,4.5,8.1,quest-campbelltown-serviced-apartments,1058
The Tahitian,,Coffs Harbour,4,8.4,the-tahitian-holiday-apartments,328
Fairway Haven Getaway,,Mollymook,3.5,9.1,fairway-haven-getaway,56
Nesuto Chippendale,Chippendale,Sydney,4,7.9,chippendale,262
Flynns Beach Resort,Flynns Beach,Port Macquarie,4,8.4,flynns-beach-resort,751
Flynns on Surf Beach Villas,,Port Macquarie,4,9.1,flynns-on-surf,1126
The Mark Studios,,Newcastle,4,6.6,marks-studio-39-s,415
Fairway Motor Inn,,Merimbula,4,8.5,best-western-fairway-motor-inn,129
The Hermitage Motel - Campbelltown,,Campbelltown,4,8.4,the-hermitage-motel-campbelltown,435
Quest Albury,,Albury,4.5,7.3,quest-albury-serviced-apartments,801
South Pacific Apartments,,Port Macquarie,4,8.0,south-pacific-apartments,520
Quest Campbelltown,,Campbelltown,4.5,8.1,quest-campbelltown-serviced-apartments,1058
The Tahitian,,Coffs Harbour,4,8.4,the-tahitian-holiday-apartments,328
Fairway Haven Getaway,,Mollymook,3.5,9.1,fairway-haven-getaway,56
Nesuto Chippendale,Chippendale,Sydney,4,7.9,chippendale,262
Flynns Beach Resort,Flynns Beach,Port Macquarie,4,8.4,flynns-beach-resort,751
Flynns on Surf Beach Villas,,Port Macquarie,4,9.1,flynns-on-surf,1126
The Mark Studios,,Newcastle,4,6.6,marks-studio-39-s,415
Fairway Motor Inn,,Merimbula,4,8.5,best-western-fairway-motor-inn,129
The Hermitage Motel - Campbelltown,,Campbelltown,4,8.4,the-hermitage-motel-campbelltown,435
Cavvanbah - Byron Bay,Belongil Beach,Byron Bay,4.5,7.6,cavvanbah-exclusive-beachfront-pavilions-byron-bay,63
Peppertree Hill,,Mudgee,3.5,9.0,peppertree-hill,212
Boulevard on Beaumont,,Newcastle,4,6.9,quality-suites-boulevard-on-beaumont,673
The Merchant Hotel,Summer Hill,Sydney,4,7.9,the-merchant,408
Coogee Bay Boutique Hotel,Coogee,Sydney,4,8.8,coogee-bay,415
Hamilton on Beaumont,,Newcastle,4,8.2,hamilton-on-beaumont,732
Milson Serviced Apartments,,Sydney,3.5,8.4,milson-executive-apartments,277
Studios On Beaumont,,Newcastle,4,7.5,studios-on-beaumont,494
Casablanca Penthouse Loft - Landmark 518,,Nelson Bay,3.5,8.5,loft-l518,88
Mantra Wollongong,,Wollongong,4.5,7.3,best-western-wollongong,1033
Town Beach Beachcomber Resort,,Port Macquarie,4,8.7,beachcomber-resort,376
Al Mare Beachfront Retreat Award Winner,,The Entrance,4.5,9.5,al-mare-beachfront-retreat,70
KULA Mascot Station Free Parking,Mascot,Sydney,3.5,8.1,stay-co-mascot-station,182
Charlestown Executive Apartments,,Newcastle,4.5,8.7,charlestown-serviced-apartments,940
Brokenback Views Country Estate Hunter Valley,,Pokolbin,4.5,9.0,brokenback-views-1-bdr-villa,115
Beachfront Boogaloo,,Huskisson,3.5,9.4,beachfront-boogaloo,79
Albert Motel,,Moree,4,9.0,albert-motel,482
Lithgow Workies Club Motel,,Lithgow,4,9.1,lithgow-workies-club-motel,494
Merimbula Lake Apartments,,Merimbula,4,9.5,merimbula-lake-apartments,208
Bay and Bush Cottages Jervis Bay,,Huskisson,4,9.1,bay-and-bush-cottages-jervis-bay,142
Beachpark Apartments Coffs Harbour,,Coffs Harbour,4,8.3,beachpark-holiday-apartments,630
Jetty Beach Splendour Apartment,,Coffs Harbour,3.5,9.3,jetty-beach-splendour,79
Kirsten Accommodation Mudgee,,Mudgee,3.5,9.1,lewis-street-apartments,141
The Botanical 201,,Albury,4,9.6,the-botanical,72
Coal d' Vine VIEW - Cessnock NSW,,Cessnock,3.5,8.6,coal-d-39-vine-view-cessnock-nsw,66
Grandview Apartments,,Ballina,4,9.0,grandview-apartments,308
scotland island lodge,,Church Point,4,9.5,scotland-island-lodge,65
Quest Bella Vista,,Baulkham Hills,4.5,8.6,quest-bella-vista,1859
Avoca House - Circa 1900 Gorgeous Federation Home,,Mudgee,3.5,9.5,avoca-house-circa-1900-gorgeous-federation-home,62
Diggers Beach Cottage,,Coffs Harbour,3.5,9.7,diggers-beach-cottage,101
Adina Apartment Hotel Norwest Sydney,,Baulkham Hills,4.5,8.4,adina-apartment-norwest,889
Apollo Luxury Apartments,,Merimbula,4,9.0,apollo-luxury-apartments,63
Bondi 38 Serviced Apartments,Bondi,Sydney,4,8.8,bondi-38-serviced-apartments,292
Atura Blacktown,,Blacktown,4,8.4,atura-blacktown,951
Armidale Tourist Park,,Armidale,4,8.6,armidale-tourist-park-and-yha,254
Colonial Court House,,Mudgee,4,9.1,colonial-court-villas,153
Armidale Cottage,,Armidale,3.5,9.4,armidale-cottage,127
East Maitland Executive Apartments,,Maitland,3.5,8.8,east-maitland-executive-apartments,552
Mollymook Beach Waterfront,,Mollymook,4.5,9.9,mollymook-beach-waterfront,55
Radisson Hotel & Suites Sydney,Sydney CBD,Sydney,4,8.7,radisson-suites-sydney,942
Station Hotel Motel Kurri,,Kurri Kurri,4,7.9,station-motel-kurri-kurri,237
Park Ridge Retreat,,Gerringong,4,8.4,park-ridge-retreat,1025
Churchill View Holiday Apartment,,Forster,3.5,9.8,churchill-view-forster,79
Bluebell Cottage,,Leura,3.5,8.9,bluebell-cottage-leura,56
Mercure Gerringong Resort,,Gerringong,4,7.6,mercure-resort-gerringong-by-the-sea,868
Bucketts Way Motel Gloucester,,Gloucester,4,8.1,bucketts-way-motel-and-restaurant,649
Archibald Hotel,,Kurrajong,4,6.9,archibald,156
Bellingen Belfry Guesthouse,,Bellingen,4,8.8,bellingen-backpackers-yha,318
Statesman Motor Inn,,Corowa,4,8.6,statesman-motor-inn,341
Club Maclean Motel,,Maclean,4,9.0,mas-country-club-maclean-motel,643
The Grapevine Motel,,Denman,4,8.8,the-denman-denman,498
Timbertown Motel,,Wauchope,4,7.8,timbertown-resort-amp-motel,486
Tumbarumba Motel & Elms Restaurant,,Tumbarumba,4,8.3,tumbarumba-motel-amp-elms-restaurant,181
Bega Village Motor Inn,,Bega,4,8.2,bega-village-motor-inn,666
Cootamundra Heritage Motel & Apartments,,Cootamundra,4,8.9,cootamundra-heritage-motel-amp-apartments,433
Wentworth Grande Resort,,Wentworth,4,8.6,wentworth-grande-resort,195
Balconies Dolphincove,,Tura Beach,4.5,9.4,balconies-dolphincove,72
Bewong River Retreat,,Bewong,4,9.1,bewong-river-retreat,168
Junee Motor Inn,,Junee,4,8.2,junee-motor-inn,493
Jacaranda Holiday Park,,North Haven,4,8.4,gateway-lifestyle-north-haven,190
Balranald Club Motel,,Balranald,4,8.0,balranald-club-motel,602
Thou Walla Sunset Retreat,,Soldiers Point,4,8.8,soldiers-point-holiday-park,461
Peppers Manor House,,Sutton Forest,4,7.8,peppers-manor-house,723
The Chalet Guesthouse And Studio,,Medlow Bath,4,9.3,the-chalet-guesthouse-and-studio,178
Colonial Motel Richmond,,Richmond,4,8.6,colonial-motel-richmond,491
Park Ridge Retreat,,Gerringong,4,8.4,park-ridge-retreat,1025
Churchill View Holiday Apartment,,Forster,3.5,9.8,churchill-view-forster,79
Bluebell Cottage,,Leura,3.5,8.9,bluebell-cottage-leura,56
Mercure Gerringong Resort,,Gerringong,4,7.6,mercure-resort-gerringong-by-the-sea,868
Bucketts Way Motel Gloucester,,Gloucester,4,8.1,bucketts-way-motel-and-restaurant,649
Archibald Hotel,,Kurrajong,4,6.9,archibald,156
Golf Club Motor Inn Wingham,,Wingham,4,8.9,golf-club-motor-inn-wingham,422
Ascot Motor Inn,,Hornsby,4,6.3,ascot-motor-inn,365
Inverell Motel,,Inverell,4,6.3,inverell-motel-inverell,482
Dolphin Shores,,Vincentia,4,8.6,dolphin-shores,688
Howlong Golf Resort,,Howlong,4,9.0,howlong-country-golf-club,169
Abode Malua Bay,,Malua Bay,4,8.7,abode-malua-bay,1111
Coolangatta Estate Shoalhaven Heads,,Berry,4,7.5,coolangatta-estate,658
Brooklyn Motel,,Brooklyn,4,8.3,brooklyn-motel,470
Grand View Hotel,,Wentworth Falls,4,7.9,grand-view,283
Amaroo Motel,,Tumut,4,8.2,amaroo-motel,715
Byron Luxury Beach Houses,Belongil Beach,Byron Bay,4.5,8.9,byron-luxury-beach-houses,55
Millthorpe Motel,,Millthorpe,4,8.7,millthorpe-motel,508
Blueys Motel,,Blueys Beach,4,9.1,blueys-by-the-beach-motel,466
Shellharbour Village Motel,,Shellharbour,4,8.6,shellharbour-village-motel,786
Town & Country Motor Inn,,Forbes,4.5,8.5,town-amp-country-motor-inn-forbes,655
Mandarin Motel,,Macksville,4,8.4,mandarin-motel,552
Seven Mile Beach Holiday Park,,Gerroa,4,8.4,seven-mile-beach-holiday-park,128
Berry Village Boutique Motel,,Berry,4,8.7,berry-village-boutique-motel,978
Swansea Hotel,,Swansea,4,6.5,swansea,203
Castlereagh Motor Inn,,Gilgandra,4,8.4,castlereagh-motor-inn,849
Bellingen Belfry Guesthouse,,Bellingen,4,8.8,bellingen-backpackers-yha,318
Statesman Motor Inn,,Corowa,4,8.6,statesman-motor-inn,341
Club Maclean Motel,,Maclean,4,9.0,mas-country-club-maclean-motel,643
The Grapevine Motel,,Denman,4,8.8,the-denman-denman,498
Timbertown Motel,,Wauchope,4,7.8,timbertown-resort-amp-motel,486
Tumbarumba Motel & Elms Restaurant,,Tumbarumba,4,8.3,tumbarumba-motel-amp-elms-restaurant,181
Bega Village Motor Inn,,Bega,4,8.2,bega-village-motor-inn,666
Cootamundra Heritage Motel & Apartments,,Cootamundra,4,8.9,cootamundra-heritage-motel-amp-apartments,433
Wentworth Grande Resort,,Wentworth,4,8.6,wentworth-grande-resort,195
Balconies Dolphincove,,Tura Beach,4.5,9.4,balconies-dolphincove,72
Bewong River Retreat,,Bewong,4,9.1,bewong-river-retreat,168
Junee Motor Inn,,Junee,4,8.2,junee-motor-inn,493
Jacaranda Holiday Park,,North Haven,4,8.4,gateway-lifestyle-north-haven,190
Thou Walla Sunset Retreat,,Soldiers Point,4,8.8,soldiers-point-holiday-park,461
Peppers Manor House,,Sutton Forest,4,7.8,peppers-manor-house,723
The Chalet Guesthouse And Studio,,Medlow Bath,4,9.3,the-chalet-guesthouse-and-studio,178
Stay at Tilba,,Central Tilba,4,8.3,two-story-guesthouse,200
Euston Motel,,Euston,4.5,9.4,euston-motel,321
Discovery Parks - Pambula Beach,,Pambula,4,8.7,discovery-holiday-parks-pambula-beach,531
Ingenia Holidays Kingscliff,,Chinderah,4,7.7,drifters-holiday-village,303
Crackenback Farm Guesthouse,,Crackenback,4,8.4,crackenback-farm-guesthouse,73
Rothbury Escape,,Rothbury,4,8.7,rothbury-escape,54
Camden Valley Inn,,Camden,4,9.0,camden-valley-inn,780
Barrington Hideaway- River Cottages,,Gloucester,4.5,9.4,barrington-river-hideaway,153
Acacia Rose Motor Inn,,Barham,4,8.8,acacia-motel-barham,113
"Grand Mercure the Vintage, Accor Vacation Club Apartments",,Rothbury,4,8.6,grand-mercure-the-vintage-accor-vacation-club-apartments,56
